Station number,Station name,Region,rainfall,latitude,longitude,Elevation (m)
63283,HAMPTON (BINDO),NSW,0,-33.7,150.03,1095
63287,BATHURST STANLEY STREET (MACQUARIE RIVER,NSW,0,-33.41,149.58,650
63291,BATHURST AIRPORT AWS,NSW,0,-33.41,149.65,745
63292,MOUNT BOYCE AWS,NSW,0,-33.62,150.27,1080
63293,OBERON (JENOLAN CAVES ROAD),NSW,0,-33.74,149.88,1190
63295,BLACKHEATH (WOMBAT STREET),NSW,0,-33.63,150.28,1030
63297,TARANA (FISH RIVER),NSW,0,-33.57,149.91,780
63298,CHIFLEY DAM (CAMPBELLS RIVER (UPSTREAM C,NSW,0,-33.61,149.7,715
63303,ORANGE AIRPORT AWS,NSW,0,-33.38,149.13,945
63308,MARRANGAROO (DEFENCE),NSW,0,-33.43,150.14,955
64008,COONABARABRAN (SHOWGROUNDS),NSW,0,-31.28,149.28,520
64017,COONABARABRAN AIRPORT AWS,NSW,0,-31.33,149.27,645
64025,COOLAH (BINNIA ST),NSW,0,-31.82,149.72,495
64027,COONABARABRAN (BARINA -TM),NSW,0,-31.31,149.2,615
64029,DUNEDOO (SHELL),NSW,0,-32.02,149.39,390
65041,MOLONG POST OFFICE,NSW,0,-33.1,148.87,540
65068,PARKES AIRPORT AWS,NSW,0,-33.13,148.24,323
65070,DUBBO AIRPORT AWS,NSW,0,-32.22,148.58,284
65098,NEUREA (FERNFIELD),NSW,0,-32.68,148.92,335
65103,FORBES AIRPORT AWS,NSW,0,-33.36,147.92,230
65110,BORENORE (LYNDEN-BRAE),NSW,0,-33.25,148.98,840
65111,COWRA AIRPORT AWS,NSW,0,-33.84,148.65,300
66011,CHATSWOOD BOWLING CLUB,NSW,0,-33.8,151.18,-999
66014,CRONULLA SOUTH BOWLING CLUB,NSW,0,-34.07,151.15,31
66034,ABBOTSFORD (BLACKWALL POINT RD),NSW,0,-33.85,151.13,15
66036,MARRICKVILLE GOLF CLUB,NSW,0,-33.92,151.14,6
66037,SYDNEY AIRPORT AMO,NSW,0,-33.95,151.17,6
66058,SANS SOUCI (PUBLIC SCHOOL),NSW,0,-33.99,151.13,9
66059,TERREY HILLS AWS,NSW,0,-33.69,151.23,199
66124,PARRAMATTA NORTH (MASONS DRIVE),NSW,0,-33.79,151.02,55
66137,BANKSTOWN AIRPORT AWS,NSW,0,-33.92,150.98,7
66148,PEAKHURST GOLF CLUB,NSW,0,-33.97,151.06,20
66160,CENTENNIAL PARK,NSW,0,-33.9,151.23,38
66161,HOLSWORTHY AERODROME AWS,NSW,0,-33.99,150.95,68
66176,AUDLEY (ROYAL NATIONAL PARK),NSW,0,-34.06,151.06,120
66194,CANTERBURY RACECOURSE AWS,NSW,0,-33.91,151.11,3
66211,WAHROONGA (ADA AVENUE),NSW,0,-33.72,151.11,184
66212,SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE),NSW,0,-33.83,151.07,4
66213,NORTH RYDE GOLF CLUB,NSW,0,-33.8,151.12,84
66214,SYDNEY (OBSERVATORY HILL),NSW,0,-33.86,151.2,43
67015,BRINGELLY (MARYLAND),NSW,0,-33.97,150.73,122
67019,PROSPECT RESERVOIR,NSW,0,-33.82,150.91,61
67061,ROSSMORE (SOUTH CREEK),NSW,0,-33.94,150.78,-999
67065,HORNSBY (SWIMMING POOL),NSW,0,-33.7,151.1,180
67081,SHANES PARK (SOUTH CREEK ROAD),NSW,0,-33.71,150.77,26
67105,RICHMOND RAAF,NSW,0,-33.6,150.78,19
67108,BADGERYS CREEK AWS,NSW,0,-33.9,150.73,81
67109,BAULKHAM HILLS EUCALYPTUS CT,NSW,0,-33.77,150.98,100
67110,SEVEN HILLS (RADIO FM 103.2),NSW,0,-33.79,150.92,80
67111,NORTH PARRAMATTA (BURNSIDE HOMES),NSW,0,-33.79,151.02,50
67112,NORTH ROCKS (MUIRFIELD GOLF CLUB),NSW,0,-33.77,151.02,40
67113,PENRITH LAKES AWS,NSW,0,-33.72,150.68,25
67114,ABBOTSBURY (FAIRFIELD (CITY FARM)),NSW,0,-33.87,150.86,75
67119,HORSLEY PARK EQUESTRIAN CENTRE AWS,NSW,0,-33.85,150.86,100
68024,DARKES FOREST (KINTYRE),NSW,0,-34.23,150.91,370
68072,NOWRA RAN AIR STATION AWS,NSW,0,-34.95,150.54,109
68151,JERVIS BAY (POINT PERPENDICULAR AWS),NSW,0,-35.09,150.8,85
68159,WEDDERBURN (BOOALBYN),NSW,0,-34.17,150.81,250
68160,CAMPBELLTOWN (KENTLYN (GEORGES RIVER ROA,NSW,0,-34.05,150.88,115
68181,HAMPDEN BRIDGE (KANGAROO RIVER),NSW,0,-34.73,150.52,80
68192,CAMDEN AIRPORT AWS,NSW,0,-34.04,150.69,74
68213,NOWRA BOAT SHED (SHOALHAVEN RIVER),NSW,0,-34.87,150.61,0
68216,MENANGLE BRIDGE (NEPEAN RIVER),NSW,0,-34.12,150.74,-999
68217,BARRENGARRY (THE OLD SCHOOL HOUSE),NSW,0,-34.69,150.53,105
68218,WATTAMOLLA (GRIFFITHS),NSW,0,-34.72,150.65,140
68224,ROBERTSON (THE PIE SHOP),NSW,0,-34.59,150.63,735
68228,BELLAMBI AWS,NSW,0,-34.37,150.93,10
68239,MOSS VALE AWS,NSW,0,-34.53,150.42,678
68241,ALBION PARK (SHELLHARBOUR AIRPORT),NSW,0,-34.56,150.79,8
68242,KIAMA (BOMBO HEADLAND),NSW,0,-34.65,150.86,16
68248,FITZROY FALLS (RED HILLS),NSW,0,-34.66,150.43,719
68249,TOUGA,NSW,0,-34.96,150.1,533
68257,CAMPBELLTOWN (MOUNT ANNAN),NSW,0,-34.06,150.77,112
68262,HIGH RANGE AWS (WANGANDERRY),NSW,0,-34.33,150.27,814
68263,HOLSWORTHY DEFENCE AWS,NSW,0,-34.08,150.9,165
68264,JERVIS BAY NSW (JERVIS BAY AIRFIELD AWS),NSW,0,-35.14,150.7,57
69006,BETTOWYND (BELLARINGAH),NSW,0,-35.7,149.79,165
69017,MONTAGUE ISLAND LIGHTHOUSE,NSW,0,-36.25,150.23,52
69018,MORUYA HEADS PILOT STATION,NSW,0,-35.91,150.15,17
69022,NAROOMA (MARINE RESCUE),NSW,0,-36.21,150.14,25
69049,NERRIGA COMPOSITE,NSW,0,-35.12,150.08,630
69062,SNOWBALL,NSW,0,-35.94,149.59,870
69127,ARALUEN LOWER (ARALUEN RD),NSW,0,-35.69,149.84,145
69128,NERRIGA AWS,NSW,0,-35.11,150.08,622
69132,BRAIDWOOD RACECOURSE AWS,NSW,0,-35.43,149.78,665
69133,BEMBOKA (THE KNOB),NSW,0,-36.66,149.51,400
69137,GREEN CAPE AWS,NSW,0,-37.26,150.05,19
69138,ULLADULLA AWS,NSW,0,-35.36,150.48,36
69139,BEGA AWS,NSW,0,-36.67,149.82,41
69144,BLACK RANGE (GRANDVIEW LANE),NSW,0,-36.73,149.84,245
69145,MORUYA (PLUMWOOD),NSW,0,-35.98,149.86,930
69147,MERIMBULA AIRPORT AWS,NSW,0,-36.91,149.9,2
69148,MORUYA AIRPORT AWS,NSW,0,-35.9,150.14,4
69152,CATHCART (MOUNT DARRAGH),NSW,0,-36.84,149.52,880
70005,BOMBALA (THERRY STREET),NSW,0,-36.91,149.24,705
70008,TOMBONG (SNOWY RIVER @ BURNT HUT CROSSIN,NSW,0,-36.84,148.93,-999
70119,BIG HILL (GLEN DUSK),NSW,0,-34.57,150,648
70217,COOMA AIRPORT AWS,NSW,0,-36.29,148.97,930
70237,NIMMITABEL (COTTESLOE),NSW,0,-36.59,149.38,1190
70263,GOULBURN TAFE,NSW,0,-34.75,149.7,670
70278,COOMA VISITORS CENTRE,NSW,0,-36.23,149.12,778
70328,BOMBALA AWS,NSW,0,-37,149.23,761
70330,GOULBURN AIRPORT AWS,NSW,0,-34.81,149.73,640
70335,HILLVIEW (SHOALHAVEN RIVER),NSW,0,-35.2,149.96,550
70339,TUGGERANONG (ISABELLA PLAINS) AWS,NSW,0,-35.42,149.09,587
70349,MOUNT GININI AWS,NSW,0,-35.53,148.77,1760
70350,GINNINDERRA (CHARNWOOD (ACT)),NSW,0,-35.21,149.01,-999
70351,CANBERRA AIRPORT,NSW,0,-35.31,149.2,577
70362,DALTON (HILLVIEW),NSW,0,-34.72,149.17,588
71032,THREDBO AWS,NSW,0,-36.49,148.29,1957
71041,THREDBO VILLAGE,NSW,0,-36.5,148.3,1380
71075,PERISHER VALLEY AWS,NSW,0,-36.41,148.41,1738
72012,CARABOST,NSW,0,-35.6,147.73,345
72023,HUME RESERVOIR,NSW,0,-36.1,147.03,184
72043,TUMBARUMBA POST OFFICE,NSW,0,-35.78,148.01,645
72150,WAGGA WAGGA AMO,NSW,0,-35.16,147.46,212
72152,ARGALONG (SANDY CREEK),NSW,0,-35.32,148.43,700
72156,MURRAY RIVER @ JINGELLIC,NSW,0,-35.93,147.72,-999
72160,ALBURY AIRPORT AWS,NSW,0,-36.07,146.95,164
72162,KHANCOBAN AWS,NSW,0,-36.23,148.14,339
73007,BURRINJUCK DAM,NSW,0,-35,148.6,390
73014,GRENFELL (MANGANESE RD),NSW,0,-33.89,148.15,390
73029,MURRUMBURRAH (HISTORICAL SOCIETY),NSW,0,-34.55,148.35,370
73050,BOWNING (WANGANUI),NSW,0,-34.76,148.83,560
73138,YOUNG AIRPORT,NSW,0,-34.25,148.25,380
73142,COOTAMUNDRA AIRPORT,NSW,0,-34.63,148.04,335
73150,STOCKINBINGAL (SUNNYDALE),NSW,0,-34.53,147.84,340
73151,TEMORA AIRPORT,NSW,0,-34.43,147.51,281
74148,NARRANDERA AIRPORT AWS,NSW,0,-34.71,146.51,145
74258,DENILIQUIN AIRPORT AWS,NSW,0,-35.56,144.95,94
74272,KAPOOKA (DEFENCE),NSW,0,-35.13,147.25,187
75019,HAY AIRPORT AWS,NSW,0,-34.54,144.83,92
75041,GRIFFITH AIRPORT AWS,NSW,0,-34.25,146.07,134
75160,HAY (NOONAMAH),NSW,0,-34.22,144.45,80
75177,HILLSTON AIRPORT COMPARISON,NSW,0,-33.49,145.53,119
75178,MERRIWAGGA (OLD SCHOOL CARAVAN PARK) COM,NSW,0,-33.81,145.63,179
75180,LAKE CARGELLIGO AIRPORT COMPARISON,NSW,0,-33.28,146.37,179
76006,TUTYE (BUNUROUK) COMPARISON,VIC,0,-35.29,141.49,60
76031,MILDURA AIRPORT,VIC,0,-34.24,142.09,50
76064,WALPEUP RESEARCH,VIC,0,-35.12,142,105
76136,ROBINVALE (KYNDALYN PARK COMPARISON),VIC,0,-34.72,142.93,67
77010,HOPETOUN AIRPORT,VIC,0,-35.72,142.36,77
77011,WAGON FLAT,VIC,0,-35.87,141.39,135
77094,SWAN HILL AERODROME,VIC,0,-35.38,143.54,71
77097,YAAPEET,VIC,0,-35.69,142,80
77098,RAINBOW RADAR RAIN GAUGE,VIC,0,-36,142.01,115
77099,RAINBOW (PIGICK COMPARISON),VIC,0,-35.87,141.82,91
77100,BIRCHIP (MARLBED COMPARISON),VIC,0,-35.8,142.88,90
78015,NHILL AERODROME,VIC,0,-36.31,141.65,139
78018,KELLALAC (WARRACKNABEAL AIRPORT),VIC,0,-36.32,142.42,118
78030,TELOPEA DOWNS (MEENGO RAIN GAUGE),VIC,0,-36.08,141.1,142
78032,GERANG GERUNG (COMPARISON),VIC,0,-36.4,141.88,135
78073,KANIVA COMPARISON,VIC,0,-36.37,141.24,142
78082,WARRACKNABEAL (EARLSTAN COMPARISON),VIC,0,-36.27,142.22,119
78087,YANAC NORTH COMPARISON,VIC,0,-36.11,141.46,135
78088,DONALD COMPARISON,VIC,0,-36.36,143,115
79011,EDENHOPE (ELIZABETH ST),VIC,0,-37.03,141.28,159
79028,LONGERENONG,VIC,0,-36.67,142.3,133
79099,EDENHOPE AIRPORT,VIC,0,-37.02,141.27,155
79100,HORSHAM AERODROME,VIC,0,-36.67,142.17,134
79102,MAROO WEST (WARRANOOKE (GLENORCHY) COMPA,VIC,0,-36.73,142.73,150
79105,STAWELL AERODROME,VIC,0,-37.07,142.74,235
79109,PATYAH (BOOROOPKI COMPARISON),VIC,0,-36.81,141.26,139
80015,ECHUCA AERODROME,VIC,0,-36.16,144.76,96
80023,KERANG,VIC,0,-35.75,143.94,78
80049,ROCHESTER,VIC,0,-36.36,144.71,114
80056,TONGALA,VIC,0,-36.25,144.96,104
80091,KYABRAM,VIC,0,-36.34,145.06,105
80128,CHARLTON,VIC,0,-36.28,143.33,132
80132,KERANG AIRPORT,VIC,0,-35.75,143.94,77
81019,NAGAMBIE (GOULBURN WEIR),VIC,0,-36.72,145.17,122
81049,TATURA INST SUSTAINABLE AG,VIC,0,-36.44,145.27,114
81063,AVOCA,VIC,0,-37.08,143.48,213
81083,EPPALOCK RESERVOIR,VIC,0,-36.85,144.53,201
81087,BUNGEET (HIGHLANDS),VIC,0,-36.26,146.04,274
81123,BENDIGO AIRPORT,VIC,0,-36.74,144.33,209
81124,YARRAWONGA,VIC,0,-36.03,146.03,129
81125,SHEPPARTON AIRPORT,VIC,0,-36.43,145.39,114
81127,AVOCA RIVER AT ARCHDALE JUNCTION,VIC,0,-36.89,143.5,-999
82039,RUTHERGLEN RESEARCH,VIC,0,-36.1,146.51,175
82042,STRATHBOGIE,VIC,0,-36.85,145.73,501
82056,WODONGA,VIC,0,-36.12,146.91,156
82084,BOHO (HONEYSUCKLE CK U/S VIOLET TOWN),VIC,0,-36.71,145.76,330
82105,WHITFIELD (KING RIVER AT CHESHUNT),VIC,0,-36.83,146.4,293
82106,MIITA MITTA RIVER @ TALLANDOON,VIC,0,-36.41,147.23,280
82112,OVENS RIVER @ EUROBIN,VIC,0,-36.65,146.86,-999
82116,MYRRHEE (BOGGY CK AT ANGLESIDE),VIC,0,-36.61,146.36,-999
82128,HURDLE CK AT BOBINAWARRAH,VIC,0,-36.51,146.45,-999
82138,WANGARATTA AERO,VIC,0,-36.42,146.31,153
82139,HUNTERS HILL,VIC,0,-36.21,147.54,981
82142,TOLMIE (MOUNT TABLETOP REPEATER),VIC,0,-36.95,146.22,915
82143,SHEANS CREEK (HERONSLEA),VIC,0,-36.79,145.66,220
82144,KELVIN VIEW (WATERHOUSE RESERVOIR),VIC,0,-36.82,145.64,300
82145,GOORAM (HILLSIDE),VIC,0,-36.88,145.58,255
82146,GOORAM (MORELLA),VIC,0,-36.93,145.58,320
82147,MERTON (ENDERLEE),VIC,0,-36.92,145.68,495
82148,TOO ROUR (MOROKO PARK),VIC,0,-36.83,145.85,590
82149,EUROA (CASTLE CK AT TELFORD BRIDGE),VIC,0,-36.79,145.57,190
82153,KITHBROOK (BALQUHAIN),VIC,0,-36.82,145.71,580
82154,SEVEN CREEKS AT D/S POLLY MCQUINNS WEIR,VIC,0,-36.89,145.68,440
82155,HOLLAND CK AT WRIGHTLEY,VIC,0,-36.82,146.13,430
82156,MYRHEE (HANDCOCKS),VIC,0,-36.79,146.28,-999
82158,EDI UPPER (BLACK RANGE TROUT FARM),VIC,0,-36.75,146.54,-999
82162,ROSEWHITE FLD,VIC,0,-36.58,146.82,253
82166,BLOOMFIELD PARK (EVERTON),VIC,0,-36.42,146.56,251
82167,GRETA WEST,VIC,0,-36.53,146.22,174
82170,BENALLA AIRPORT,VIC,0,-36.55,146,171
83000,ARCHERTON,VIC,0,-36.91,146.24,907
83058,HALLS (BUCKLAND RIVER AT TWELVE MILE),VIC,0,-36.85,146.86,500
83084,FALLS CREEK,VIC,0,-36.87,147.28,1765
83090,OMEO,VIC,0,-37.1,147.6,690
83094,HOWITT PLAINS (HIGH RIDGE),VIC,0,-37.22,146.6,1600
84016,GABO ISLAND LIGHTHOUSE,VIC,0,-37.57,149.92,15
84084,MALLACOOTA,VIC,0,-37.6,149.73,22
84118,WONNANGATTA RIVER @ WATERFORD,VIC,0,-37.49,147.17,200
84126,SNOWY RIVER AT MCKILLOPS BRIDGE,VIC,0,-37.08,148.41,-999
84128,WEERAGUA (CANN RIVER (EAST BRANCH) AT CH,VIC,0,-37.36,149.21,240
84142,GELANTIPY,VIC,0,-37.22,148.26,755
84143,COMBIENBAR AWS,VIC,0,-37.34,149.02,640
84144,MOUNT NOWA NOWA,VIC,0,-37.69,148.09,350
84145,ORBOST,VIC,0,-37.69,148.47,63
84147,BAIRNSDALE (MITCHELL RIVER @ ROSEHILL),VIC,0,-37.82,147.57,20
84150,LAKES ENTRANCE (EASTERN BEACH ROAD),VIC,0,-37.87,148.01,4
84152,MOUNT DELEGATE,VIC,0,-37.11,148.9,-999
85034,GLENMAGGIE WEIR,VIC,0,-37.91,146.8,91
85072,EAST SALE,VIC,0,-38.12,147.13,5
85168,BRIAGOLONG,VIC,0,-37.83,147.08,68
85270,MITCHELL RIVER @ GLENALADALE,VIC,0,-37.76,147.37,40
85279,BAIRNSDALE AIRPORT,VIC,0,-37.88,147.57,49
85281,TRARALGON CREEK AT KOORNALLA,VIC,0,-38.32,146.53,90
85296,MOUNT MOORNAPA,VIC,0,-37.75,147.14,480
85302,TAMBORITHA-MOROKA (SNOWY RANGE),VIC,0,-37.29,146.72,-999
86020,CHELTENHAM (HEATHERTON (KINGSTON CENTRE),VIC,0,-37.96,145.08,39
86077,MOORABBIN AIRPORT,VIC,0,-37.98,145.1,12
86117,TOOROURRONG RESERVOIR (TOOROURRONG),VIC,0,-37.48,145.15,219
86131,YAN YEAN,VIC,0,-37.56,145.13,198
86282,MELBOURNE AIRPORT,VIC,0,-37.67,144.83,113
86305,GREENVALE RESERVOIR,VIC,0,-37.64,144.91,156
86383,COLDSTREAM,VIC,0,-37.72,145.41,83
86388,FRANKSTON (BALLAM PARK),VIC,0,-38.15,145.16,59
87031,LAVERTON RAAF,VIC,0,-37.86,144.76,20
87113,AVALON AIRPORT,VIC,0,-38.03,144.48,11
87185,POINT COOK RAAF,VIC,0,-37.93,144.76,3
88001,ALEXANDRA (POST OFFICE),VIC,0,-37.19,145.71,221
88009,CAIRN CURRAN RESERVOIR,VIC,0,-36.99,143.97,219
88010,WILLOWMAVIN (AVALON STATION),VIC,0,-37.25,144.86,381
88023,LAKE EILDON,VIC,0,-37.23,145.91,230
88043,MARYBOROUGH,VIC,0,-37.06,143.73,249
88051,REDESDALE,VIC,0,-37.02,144.52,290
88060,KINGLAKE WEST (WALLABY CREEK),VIC,0,-37.45,145.21,488
88064,MOLLISONS CK AT PYALONG,VIC,0,-37.12,144.86,247
88103,MARYSVILLE GOLF COURSE,VIC,0,-37.5,145.75,400
88109,MANGALORE AIRPORT,VIC,0,-36.89,145.19,141
88119,ACHERON RIVER @ TAGGERTY,VIC,0,-37.32,145.72,-999
88126,GOULBURN RIVER @ SEYMOUR,VIC,0,-37.02,145.11,140
88162,WALLAN (KILMORE GAP),VIC,0,-37.38,144.97,528
88164,EILDON FIRE TOWER,VIC,0,-37.21,145.84,637
88166,PUCKAPUNYAL WEST (DEFENCE),VIC,0,-37.02,144.85,293
88167,PUCKAPUNYAL LYON HILL (DEFENCE),VIC,0,-36.94,145.05,193
89033,WICKLIFFE,VIC,0,-37.69,142.73,222
89085,ARARAT PRISON,VIC,0,-37.28,142.98,295
89112,WESTMERE,VIC,0,-37.71,142.94,226
90184,CAPE NELSON LIGHTHOUSE,VIC,0,-38.43,141.54,45
90194,DARTMOOR,VIC,0,-37.92,141.26,51
92114,FRIENDLY BEACHES,TAS,0,-42,148.28,55
92141,GRAY (DALMAYNE RD),TAS,0,-41.63,148.23,384
92148,SWANSEA (FRANCIS STREET),TAS,0,-42.14,148.07,19
109501,MOUNT WILLIAM,WA,0,-32.94,116.02,484
109507,FERGUSON VALLEY ALERT,WA,0,-33.44,115.85,160
109508,DOYLE ROAD CB1,WA,0,-33.74,115.34,33
109509,CHAPMAN HILL ROAD CB2,WA,0,-33.74,115.35,29
109513,MUMBALLUP ORGANICS,WA,0,-33.54,116.12,246
109516,BODDINGTON NORTH,WA,0,-32.78,116.48,216
109518,PRESTON VALE VINEYARD,WA,0,-33.56,116.04,109
109521,WITCHCLIFFE WEST,WA,0,-34.03,115.06,85
123700,INGLEWOOD,SA,0,-34.81,138.77,372
140007,REDLAND (ALEXANDRA HILLS),QLD,0,-27.54,153.24,51
140008,CANUNGRA (DEFENCE),QLD,0,-28.04,153.19,108
140009,GREENBANK (DEFENCE),QLD,0,-27.69,152.99,42
140010,TIN CAN BAY (DEFENCE),QLD,0,-25.94,152.96,31
140024,WILLOWBANK,QLD,0,-27.7,152.69,31
200001,MIDDLE PERCY ISLAND,QLD,0,-21.66,150.27,209
200100,VARANUS ISLAND,WA,0,-20.66,115.58,24
200283,WILLIS ISLAND,QLD,0,-16.29,149.97,9
200288,NORFOLK ISLAND AERO,NSW,0,-29.04,167.94,112
200731,POINT FAWCETT,NT,0,-11.76,130.03,7
200786,CAPE WESSEL,NT,0,-11,136.76,18
200790,CHRISTMAS ISLAND AERO,WA,0,-10.45,105.69,261
200839,LORD HOWE ISLAND AERO,NSW,0,-31.54,159.08,5
300017,CASEY,ANT,0,-66.28,110.52,40
